freqset,support
{32 1 29},0.06706706706706707
{1 42 49},0.06706706706706707
{16 4 15},0.06706706706706707
{16 12 29},0.06706706706706707
{16 21 46},0.06706706706706707
{48 42 4},0.06706706706706707
{0 16 19 14},0.06706706706706707
{0 49 18 14},0.06706706706706707
{1 26 28 14},0.06706706706706707
{34 11 4 14},0.06706706706706707
{4 28 14 30},0.06706706706706707
{32 48 4 14},0.06706706706706707
{18 43 14 6},0.06706706706706707
{48 21 14 6},0.06706706706706707
{16 12 28 14},0.06706706706706707
{46 18 14 15},0.06706706706706707
{16 38 19 14},0.06706706706706707
{16 24 34 14},0.06706706706706707
{49 18 20 14},0.06706706706706707
{18 28 42 14},0.06706706706706707
{18 44 29 14},0.06706706706706707
{18 35 14 30},0.06706706706706707
{38 18 44 14},0.06706706706706707
{46 19 44 14},0.06706706706706707
{34 44 21 14},0.06706706706706707
{38 26 34 14},0.06706706706706707
{48 29 14 30},0.06706706706706707
{1 18 26 46},0.06706706706706707
{1 18 43 34},0.06706706706706707
{48 18 4 46},0.06706706706706707
{32 18 28 30},0.06706706706706707
{32 18 34 42},0.06706706706706707
{1 34 26 4},0.06706706706706707
{1 34 4 46},0.06706706706706707
{48 34 26 4},0.06706706706706707
{1 21 30 6},0.06706706706706707
{48 1 19 4},0.06706706706706707
{32 48 19 6},0.06706706706706707
{16 1 6 49},0.06706706706706707
{1 18 39 30 14},0.06706706706706707
{48 18 4 6 14},0.06706706706706707
{18 34 6 14 15},0.06706706706706707
{34 19 6 26 14},0.06706706706706707
{18 19 30 14 15},0.06706706706706707
{18 19 34 29 14},0.06706706706706707
{18 30 46 26 14},0.06706706706706707
{1 18 34 6 26},0.06706706706706707
{16 48 18 19 30},0.06706706706706707
{48 18 19 34 6 14},0.06706706706706707
{0 43},0.06740073406740073
{3 20},0.06740073406740073
{2 14 39},0.06740073406740073
{34 14 23},0.06740073406740073
{48 14 31},0.06740073406740073
{35 44 14},0.06740073406740073
{18 19 31},0.06740073406740073
{34 3 12},0.06740073406740073
{48 34 47},0.06740073406740073
{19 30 47},0.06740073406740073
{24 19 6},0.06740073406740073
{35 19 6},0.06740073406740073
{19 46 15},0.06740073406740073
{26 29 6},0.06740073406740073
{1 26 38},0.06740073406740073
{16 49 2},0.06740073406740073
{16 48 3},0.06740073406740073
{16 11 12},0.06740073406740073
{48 4 39},0.06740073406740073
{48 26 42},0.06740073406740073
{4 12 46},0.06740073406740073
{38 1 14 6},0.06740073406740073
{16 1 14 38},0.06740073406740073
{16 4 12 14},0.06740073406740073
{42 4 14 30},0.06740073406740073
{48 34 5 14},0.06740073406740073
{16 38 14 6},0.06740073406740073
{32 28 14 6},0.06740073406740073
{48 42 14 6},0.06740073406740073
{48 1 18 21},0.06740073406740073
{48 18 21 6},0.06740073406740073
{32 18 11 34},0.06740073406740073
{18 34 42 44},0.06740073406740073
{16 1 34 21},0.06740073406740073
{16 1 34 39},0.06740073406740073
{16 34 30 15},0.06740073406740073
{16 34 19 42},0.06740073406740073
{1 28 30 6},0.06740073406740073
{19 21 30 6},0.06740073406740073
{48 19 4 6},0.06740073406740073
{16 1 4 6},0.06740073406740073
{32 1 48 6},0.06740073406740073
{1 34 30 28 14},0.06740073406740073
{18 19 4 26 14},0.06740073406740073
{16 18 6 28 14},0.06740073406740073
{16 48 6 14 30},0.06740073406740073
{16 34 19 12 14},0.06740073406740073
{48 49 18 19 14},0.06740073406740073
{18 34 38 30 14},0.06740073406740073
{18 19 34 6 26},0.06740073406740073
{48 34 19 6 30},0.06740073406740073
{16 14 31},0.0677344010677344
{24 26 14},0.0677344010677344
{24 49 14},0.0677344010677344
{18 21 38},0.0677344010677344
{24 18 46},0.0677344010677344
{34 35 4},0.0677344010677344
{24 34 48},0.0677344010677344
{0 49 30},0.0677344010677344
{47 30 6},0.0677344010677344
{42 28 30},0.0677344010677344
{38 49 30},0.0677344010677344
{32 2 19},0.0677344010677344
{48 19 37},0.0677344010677344
{2 26 6},0.0677344010677344
{38 4 6},0.0677344010677344
{49 6 15},0.0677344010677344
{16 41 6},0.0677344010677344
{32 20 6},0.0677344010677344
{38 26 6},0.0677344010677344
{44 29 6},0.0677344010677344
{1 12 21},0.0677344010677344
{16 48 20},0.0677344010677344
{48 44 39},0.0677344010677344
{32 49 12},0.0677344010677344
{1 4 14 49},0.0677344010677344
{16 1 20 14},0.0677344010677344
{4 12 14 6},0.0677344010677344
{18 4 20 14},0.0677344010677344
{34 5 14 6},0.0677344010677344
{46 12 14 6},0.0677344010677344
{16 49 12 14},0.0677344010677344
{26 21 14 30},0.0677344010677344
{46 34 42 14},0.0677344010677344
{0 18 19 30},0.0677344010677344
{1 18 2 30},0.0677344010677344
{1 18 19 29},0.0677344010677344
{1 18 19 38},0.0677344010677344
{1 18 29 30},0.0677344010677344
{48 1 18 39},0.0677344010677344
{16 19 18 2},0.0677344010677344
{19 18 11 6},0.0677344010677344
{32 18 12 6},0.0677344010677344
{16 18 6 15},0.0677344010677344
{18 20 6 30},0.0677344010677344
{48 18 19 42},0.0677344010677344
{49 18 19 44},0.0677344010677344
{32 48 18 26},0.0677344010677344
{18 43 34 30},0.0677344010677344
{1 34 6 39},0.0677344010677344
{38 1 34 30},0.0677344010677344
{32 49 34 6},0.0677344010677344
{34 26 12 30},0.0677344010677344
{49 34 26 30},0.0677344010677344
{26 19 4 30},0.0677344010677344
{1 19 21 6},0.0677344010677344
{1 19 28 6},0.0677344010677344
{1 34 6 26 14},0.0677344010677344
{16 1 34 12 14},0.0677344010677344
{1 34 19 12 14},0.0677344010677344
{1 18 34 38 14},0.0677344010677344
{48 1 18 44 14},0.0677344010677344
{16 34 30 46 14},0.0677344010677344
{48 18 19 14 46},0.0677344010677344
{16 1 18 34 12},0.0677344010677344
{32 1 18 34 48},0.0677344010677344
{16 18 34 4 30},0.0677344010677344
{16 32 18 19 34},0.0677344010677344
{32 1 18 34 30 14},0.0677344010677344
{46 31},0.06806806806806807
{3 39},0.06806806806806807
{11 5},0.06806806806806807
{2 43},0.06806806806806807
{18 6 31},0.06806806806806807
{18 10 34},0.06806806806806807
{18 20 29},0.06806806806806807
{34 44 5},0.06806806806806807
{38 12 30},0.06806806806806807
{2 19 4},0.06806806806806807
{42 44 6},0.06806806806806807
{1 12 39},0.06806806806806807
{16 12 39},0.06806806806806807
{16 32 38},0.06806806806806807
{48 4 21},0.06806806806806807
{48 26 15},0.06806806806806807
{1 4 12 14},0.06806806806806807
{1 42 14 6},0.06806806806806807
{32 1 12 14},0.06806806806806807
{16 1 14 15},0.06806806806806807
{1 26 14 49},0.06806806806806807
{32 1 44 14},0.06806806806806807
{48 1 42 14},0.06806806806806807
{19 29 14 6},0.06806806806806807
{18 12 20 14},0.06806806806806807
{16 19 29 14},0.06806806806806807
{33 18 34 14},0.06806806806806807
{26 19 28 14},0.06806806806806807
{34 43 14 30},0.06806806806806807
{49 44 14 30},0.06806806806806807
{0 16 18 19},0.06806806806806807
{38 1 18 6},0.06806806806806807
{1 18 42 6},0.06806806806806807
{1 18 20 30},0.06806806806806807
{18 4 34 38},0.06806806806806807
{26 18 19 12},0.06806806806806807
{16 34 32 4},0.06806806806806807
{16 34 19 21},0.06806806806806807
{19 28 30 6},0.06806806806806807
{48 26 30 6},0.06806806806806807
{16 32 48 6},0.06806806806806807
{16 1 18 49 14},0.06806806806806807
{1 34 19 44 14},0.06806806806806807
{34 6 14 12 30},0.06806806806806807
{48 1 18 6 30},0.06806806806806807
{16 1 34 6 30},0.06806806806806807
{48 1 34 19 30},0.06806806806806807
{48 1 18 34 6 14},0.06806806806806807
{45},0.06840173506840173
{35 21},0.06840173506840173
{3 29},0.06840173506840173
{41 29},0.06840173506840173
{24 4 14},0.06840173506840173
{35 12 14},0.06840173506840173
{0 18 39},0.06840173506840173
{32 18 43},0.06840173506840173
{35 34 26},0.06840173506840173
{0 12 30},0.06840173506840173
{11 44 30},0.06840173506840173
{32 20 30},0.06840173506840173
{49 20 30},0.06840173506840173
{19 4 29},0.06840173506840173
{2 4 6},0.06840173506840173
{1 26 42},0.06840173506840173
{16 11 4},0.06840173506840173
{16 42 44},0.06840173506840173
{32 49 26},0.06840173506840173
{46 1 4 14},0.06840173506840173
{16 42 14 6},0.06840173506840173
{24 18 14 6},0.06840173506840173
{16 29 14 30},0.06840173506840173
{32 38 18 14},0.06840173506840173
{32 46 19 14},0.06840173506840173
{35 34 19 14},0.06840173506840173
{48 34 20 14},0.06840173506840173
{48 34 29 14},0.06840173506840173
{46 34 14 39},0.06840173506840173
{1 18 3 34},0.06840173506840173
{1 18 26 12},0.06840173506840173
{16 1 18 15},0.06840173506840173
{32 18 28 6},0.06840173506840173
{32 18 19 12},0.06840173506840173
{16 49 18 26},0.06840173506840173
{16 18 34 37},0.06840173506840173
{46 18 44 30},0.06840173506840173
{18 34 46 39},0.06840173506840173
{48 34 44 6},0.06840173506840173
{48 34 30 15},0.06840173506840173
{26 32 34 19},0.06840173506840173
{46 1 48 30},0.06840173506840173
{1 18 6 28 14},0.06840173506840173
{1 34 19 49 14},0.06840173506840173
{49 18 34 4 14},0.06840173506840173
{48 34 19 4 14},0.06840173506840173
{16 18 6 44 14},0.06840173506840173
{18 34 20 6 14},0.06840173506840173
{18 34 6 42 14},0.06840173506840173
{18 34 46 12 14},0.06840173506840173
{16 18 19 44 14},0.06840173506840173
{18 19 39 30 14},0.06840173506840173
{18 34 6 12 30},0.06840173506840173
{16 18 19 34 12},0.06840173506840173
{16 32 18 34 30},0.06840173506840173
{48 18 34 26 30},0.06840173506840173
{48 1 34 6 30},0.06840173506840173
{35 15},0.06873540206873541
{0 5},0.06873540206873541
{0 28 14},0.06873540206873541
{0 42 14},0.06873540206873541
{12 5 14},0.06873540206873541
{32 5 14},0.06873540206873541
{46 5 14},0.06873540206873541
{41 26 14},0.06873540206873541
{18 3 46},0.06873540206873541
{24 18 4},0.06873540206873541
{18 29 15},0.06873540206873541
{44 6 39},0.06873540206873541
{16 48 38},0.06873540206873541
{16 46 39},0.06873540206873541
{0 46 18 14},0.06873540206873541
{1 18 35 14},0.06873540206873541
{16 2 14 30},0.06873540206873541
{16 29 14 6},0.06873540206873541
{34 35 14 6},0.06873540206873541
{18 44 14 15},0.06873540206873541
{16 46 32 14},0.06873540206873541
{18 26 29 14},0.06873540206873541
{32 34 21 14},0.06873540206873541
{34 44 14 39},0.06873540206873541
{49 34 42 14},0.06873540206873541
{16 1 18 29},0.06873540206873541
{48 1 18 42},0.06873540206873541
{48 18 34 29},0.06873540206873541
{0 1 34 30},0.06873540206873541
{1 34 19 42},0.06873540206873541
{32 1 34 46},0.06873540206873541
{32 1 34 49},0.06873540206873541
{49 34 4 6},0.06873540206873541
{34 11 6 30},0.06873540206873541
{16 34 48 28},0.06873540206873541
{48 12 30 6},0.06873540206873541
{16 46 19 30},0.06873540206873541
{16 1 6 46},0.06873540206873541
{34 19 6 46 14},0.06873540206873541
{18 34 30 11 14},0.06873540206873541
{18 34 26 12 14},0.06873540206873541
{16 18 19 46 14},0.06873540206873541
{16 32 18 48 14},0.06873540206873541
{48 1 18 19 6},0.06873540206873541
{16 18 19 4 34},0.06873540206873541
{48 18 34 4 30},0.06873540206873541
{16 32 18 34 6},0.06873540206873541
{49 18 34 6 30},0.06873540206873541
{3 11},0.06906906906906907
{1 14 33},0.06906906906906907
{13 14 30},0.06906906906906907
{26 37 14},0.06906906906906907
{26 43 14},0.06906906906906907
{38 42 14},0.06906906906906907
{49 18 43},0.06906906906906907
{34 3 44},0.06906906906906907
{49 34 29},0.06906906906906907
{1 5 30},0.06906906906906907
{24 1 30},0.06906906906906907
{46 29 30},0.06906906906906907
{19 44 15},0.06906906906906907
{48 3 6},0.06906906906906907
{12 21 6},0.06906906906906907
{16 49 39},0.06906906906906907
{48 28 46},0.06906906906906907
{48 49 39},0.06906906906906907
{49 26 4},0.06906906906906907
{1 34 3 14},0.06906906906906907
{48 1 21 14},0.06906906906906907
{26 2 18 14},0.06906906906906907
{4 44 14 6},0.06906906906906907
{4 21 14 30},0.06906906906906907
{32 12 14 6},0.06906906906906907
{32 19 12 14},0.06906906906906907
{46 19 12 14},0.06906906906906907
{16 24 18 14},0.06906906906906907
{18 20 14 44},0.06906906906906907
{1 18 20 6},0.06906906906906907
{16 18 4 12},0.06906906906906907
{18 4 34 15},0.06906906906906907
{18 42 4 34},0.06906906906906907
{49 18 12 6},0.06906906906906907
{16 18 26 46},0.06906906906906907
{16 18 32 46},0.06906906906906907
{48 18 19 21},0.06906906906906907
{18 28 34 44},0.06906906906906907
{32 49 18 48},0.06906906906906907
{49 18 34 39},0.06906906906906907
{16 34 30 39},0.06906906906906907
{32 49 34 30},0.06906906906906907
{1 19 30 39},0.06906906906906907
{1 19 44 30},0.06906906906906907
{19 44 30 6},0.06906906906906907
{16 32 48 30},0.06906906906906907
{48 19 44 30},0.06906906906906907
{16 19 12 6},0.06906906906906907
{16 1 12 6},0.06906906906906907
{16 34 19 4 14},0.06906906906906907
{16 34 4 30 14},0.06906906906906907
{18 4 30 26 14},0.06906906906906907
{16 32 34 6 14},0.06906906906906907
{48 49 18 6 14},0.06906906906906907
{48 18 19 44 14},0.06906906906906907
{34 19 30 44 14},0.06906906906906907
{16 18 19 34 26},0.06906906906906907
{48 1 18 19 34 14},0.06906906906906907
{5 39},0.06940273606940274
{47 15},0.06940273606940274
{38 21 14},0.06940273606940274
{2 26 30},0.06940273606940274
{16 5 30},0.06940273606940274
{12 29 30},0.06940273606940274
{28 30 15},0.06940273606940274
{24 19 30},0.06940273606940274
{26 2 19},0.06940273606940274
{26 19 38},0.06940273606940274
{16 5 6},0.06940273606940274
{1 42 44},0.06940273606940274
{16 49 15},0.06940273606940274
{32 49 46},0.06940273606940274
{1 20 14 6},0.06940273606940274
{16 18 5 14},0.06940273606940274
{11 30 14 6},0.06940273606940274
{18 12 14 15},0.06940273606940274
{16 26 12 14},0.06940273606940274
{18 12 29 14},0.06940273606940274
{26 19 12 14},0.06940273606940274
{19 12 14 44},0.06940273606940274
{43 18 19 14},0.06940273606940274
{38 49 18 14},0.06940273606940274
{32 26 19 14},0.06940273606940274
{26 34 21 14},0.06940273606940274
{32 34 42 14},0.06940273606940274
{32 49 48 14},0.06940273606940274
{1 18 6 15},0.06940273606940274
{32 18 34 15},0.06940273606940274
{16 18 48 39},0.06940273606940274
{19 1 34 11},0.06940273606940274
{19 34 2 30},0.06940273606940274
{34 4 30 44},0.06940273606940274
{32 34 26 6},0.06940273606940274
{34 42 6 30},0.06940273606940274
{16 32 34 26},0.06940273606940274
{16 34 42 30},0.06940273606940274
{26 49 34 19},0.06940273606940274
{46 48 19 30},0.06940273606940274
{16 26 19 6},0.06940273606940274
{0 18 34 30 14},0.06940273606940274
{1 18 6 12 14},0.06940273606940274
{16 1 18 44 14},0.06940273606940274
{1 34 30 44 14},0.06940273606940274
{18 34 4 44 14},0.06940273606940274
{16 18 6 46 14},0.06940273606940274
{48 18 6 26 14},0.06940273606940274
{48 18 6 14 46},0.06940273606940274
{16 18 34 42 14},0.06940273606940274
{16 1 18 32 34},0.06940273606940274
{16 1 18 19 34 14},0.06940273606940274
{48 10},0.0697364030697364
{42 5},0.0697364030697364
{43 39},0.0697364030697364
{12 37 14},0.0697364030697364
{20 21 14},0.0697364030697364
{42 29 14},0.0697364030697364
{18 20 28},0.0697364030697364
{18 20 39},0.0697364030697364
{34 39 15},0.0697364030697364
{34 28 38},0.0697364030697364
{34 29 46},0.0697364030697364
{4 29 6},0.0697364030697364
{16 1 24},0.0697364030697364
{16 0 26},0.0697364030697364
{16 49 21},0.0697364030697364
{16 28 39},0.0697364030697364
{16 48 37},0.0697364030697364
{32 44 46},0.0697364030697364
{0 16 14 6},0.0697364030697364
{0 18 32 14},0.0697364030697364
{1 4 14 44},0.0697364030697364
{32 1 14 46},0.0697364030697364
{32 2 18 14},0.0697364030697364
{18 35 14 6},0.0697364030697364
{16 11 14 30},0.0697364030697364
{12 44 14 30},0.0697364030697364
{34 12 42 14},0.0697364030697364
{26 34 14 15},0.0697364030697364
{46 18 21 14},0.0697364030697364
{34 28 14 44},0.0697364030697364
{1 18 2 6},0.0697364030697364
{16 1 18 42},0.0697364030697364
{18 34 4 21},0.0697364030697364
{46 49 18 6},0.0697364030697364
{49 18 12 30},0.0697364030697364
{26 18 19 44},0.0697364030697364
{18 26 34 42},0.0697364030697364
{49 18 28 34},0.0697364030697364
{46 49 18 30},0.0697364030697364
{19 1 34 2},0.0697364030697364
{34 19 4 46},0.0697364030697364
{49 34 19 4},0.0697364030697364
{16 34 19 39},0.0697364030697364
{16 34 48 46},0.0697364030697364
{32 49 34 19},0.0697364030697364
{16 1 30 49},0.0697364030697364
{46 48 30 6},0.0697364030697364
{16 49 48 30},0.0697364030697364
{1 19 44 6},0.0697364030697364
{16 1 26 6},0.0697364030697364
{16 1 48 30 14},0.0697364030697364
{16 1 32 34 14},0.0697364030697364
{1 18 19 46 14},0.0697364030697364
{18 34 26 44 14},0.0697364030697364
{49 18 34 26 14},0.0697364030697364
{48 34 30 26 14},0.0697364030697364
{18 34 6 26 30},0.0697364030697364
{16 1 18 34 30 14},0.0697364030697364
{37 15},0.07007007007007007
{24 32 14},0.07007007007007007
{0 18 21},0.07007007007007007
{49 18 5},0.07007007007007007
{46 34 38},0.07007007007007007
{48 34 43},0.07007007007007007
{0 46 30},0.07007007007007007
{35 19 30},0.07007007007007007
{1 19 37},0.07007007007007007
{1 11 4},0.07007007007007007
{1 44 21},0.07007007007007007
{16 44 21},0.07007007007007007
{16 44 39},0.07007007007007007
{48 26 39},0.07007007007007007
{48 32 39},0.07007007007007007
{1 2 14 6},0.07007007007007007
{1 18 37 14},0.07007007007007007
{49 2 18 14},0.07007007007007007
{34 4 21 14},0.07007007007007007
{32 44 14 6},0.07007007007007007
{38 18 12 14},0.07007007007007007
{48 19 14 15},0.07007007007007007
{16 38 14 30},0.07007007007007007
{24 18 19 14},0.07007007007007007
{18 44 14 39},0.07007007007007007
{26 34 14 39},0.07007007007007007
{49 34 28 14},0.07007007007007007
{16 1 18 11},0.07007007007007007
{18 11 6 30},0.07007007007007007
{16 18 29 6},0.07007007007007007
{38 18 6 30},0.07007007007007007
{32 18 12 30},0.07007007007007007
{48 18 20 34},0.07007007007007007
{48 18 34 38},0.07007007007007007
{34 19 6 39},0.07007007007007007
{48 34 28 6},0.07007007007007007
{16 34 48 12},0.07007007007007007
{1 44 30 6},0.07007007007007007
{1 19 28 30},0.07007007007007007
{48 1 26 30},0.07007007007007007
{16 18 4 6 14},0.07007007007007007
{18 34 4 46 14},0.07007007007007007
{16 48 19 30 14},0.07007007007007007
{16 1 18 34 26},0.07007007007007007
{1 18 34 46 30},0.07007007007007007
{30 23},0.07040373707040373
{1 23},0.07040373707040373
{49 35 14},0.07040373707040373
{44 37 14},0.07040373707040373
{18 35 4},0.07040373707040373
{18 21 15},0.07040373707040373
{18 26 37},0.07040373707040373
{34 28 21},0.07040373707040373
{49 11 30},0.07040373707040373
{44 30 15},0.07040373707040373
{11 26 19},0.07040373707040373
{0 32 6},0.07040373707040373
{12 29 6},0.07040373707040373
{16 4 39},0.07040373707040373
{16 49 11},0.07040373707040373
{48 12 28},0.07040373707040373
{32 4 46},0.07040373707040373
{32 26 44},0.07040373707040373
{26 4 44},0.07040373707040373
{1 19 20 14},0.07040373707040373
{34 4 14 39},0.07040373707040373
{49 12 14 6},0.07040373707040373
{48 39 14 6},0.07040373707040373
{32 34 14 15},0.07040373707040373
{1 18 6 39},0.07040373707040373
{1 18 26 44},0.07040373707040373
{18 4 6 44},0.07040373707040373
{18 4 34 39},0.07040373707040373
{48 18 6 39},0.07040373707040373
{18 26 34 15},0.07040373707040373
{16 18 48 28},0.07040373707040373
{18 19 20 30},0.07040373707040373
{38 18 19 30},0.07040373707040373
{48 18 42 30},0.07040373707040373
{32 46 34 6},0.07040373707040373
{46 34 26 30},0.07040373707040373
{48 19 12 30},0.07040373707040373
{16 1 19 12},0.07040373707040373
{18 6 30 28 14},0.07040373707040373
{16 34 19 26 14},0.07040373707040373
{48 18 30 44 14},0.07040373707040373
{32 18 34 44 14},0.07040373707040373
{48 18 34 39 14},0.07040373707040373
{32 48 34 30 14},0.07040373707040373
{1 18 19 34 26},0.07040373707040373
{16 1 34 19 30},0.07040373707040373
{19 23},0.0707374040707374
{1 18 33},0.0707374040707374
{18 11 21},0.0707374040707374
{41 19 30},0.0707374040707374
{28 30 39},0.0707374040707374
{42 19 12},0.0707374040707374
{11 4 6},0.0707374040707374
{1 42 12},0.0707374040707374
{16 4 21},0.0707374040707374
{16 26 39},0.0707374040707374
{16 32 29},0.0707374040707374
{48 26 28},0.0707374040707374
{48 49 28},0.0707374040707374
{32 26 46},0.0707374040707374
{0 48 14 30},0.0707374040707374
{1 26 4 14},0.0707374040707374
{1 18 43 14},0.0707374040707374
{38 1 19 14},0.0707374040707374
{1 26 44 14},0.0707374040707374
{46 1 26 14},0.0707374040707374
{2 30 14 6},0.0707374040707374
{2 18 44 14},0.0707374040707374
{18 4 29 14},0.0707374040707374
{38 18 4 14},0.0707374040707374
{32 46 14 6},0.0707374040707374
{16 46 12 14},0.0707374040707374
{41 18 19 14},0.0707374040707374
{48 42 19 14},0.0707374040707374
{26 28 14 30},0.0707374040707374
{46 44 14 30},0.0707374040707374
{48 34 37 14},0.0707374040707374
{0 1 18 30},0.0707374040707374
{1 18 4 44},0.0707374040707374
{1 18 4 46},0.0707374040707374
{38 1 18 30},0.0707374040707374
{18 11 4 34},0.0707374040707374
{18 29 6 30},0.0707374040707374
{18 34 37 6},0.0707374040707374
{16 18 11 30},0.0707374040707374
{16 18 12 46},0.0707374040707374
{16 18 30 15},0.0707374040707374
{48 18 19 15},0.0707374040707374
{18 26 44 30},0.0707374040707374
{32 34 44 30},0.0707374040707374
{48 1 4 30},0.0707374040707374
{16 26 30 6},0.0707374040707374
{46 1 19 6},0.0707374040707374
{16 49 19 6},0.0707374040707374
{16 1 19 6 14},0.0707374040707374
{16 1 34 26 14},0.0707374040707374
{1 18 34 20 14},0.0707374040707374
{16 19 6 30 14},0.0707374040707374
{18 6 14 44 30},0.0707374040707374
{32 34 19 6 14},0.0707374040707374
{49 34 19 6 14},0.0707374040707374
{16 18 19 6 30},0.0707374040707374
{42 3},0.07107107107107107
{41 21},0.07107107107107107
{5 15},0.07107107107107107
{2 29},0.07107107107107107
{11 21 14},0.07107107107107107
{20 14 39},0.07107107107107107
{18 11 15},0.07107107107107107
{49 18 37},0.07107107107107107
{34 42 15},0.07107107107107107
{48 5 30},0.07107107107107107
{12 21 30},0.07107107107107107
{43 19 30},0.07107107107107107
{32 38 30},0.07107107107107107
{2 19 44},0.07107107107107107
{49 2 6},0.07107107107107107
{1 21 46},0.07107107107107107
{32 49 4},0.07107107107107107
{1 18 5 14},0.07107107107107107
{24 1 18 14},0.07107107107107107
{16 26 4 14},0.07107107107107107
{16 32 4 14},0.07107107107107107
{46 26 14 6},0.07107107107107107
{16 32 12 14},0.07107107107107107
{32 19 44 14},0.07107107107107107
{18 19 42 6},0.07107107107107107
{16 18 32 12},0.07107107107107107
{18 19 12 46},0.07107107107107107
{16 18 26 44},0.07107107107107107
{16 18 48 44},0.07107107107107107
{26 18 19 46},0.07107107107107107
{48 18 19 39},0.07107107107107107
{48 1 34 28},0.07107107107107107
{32 1 48 30},0.07107107107107107
{1 2 18 34 14},0.07107107107107107
{1 34 6 46 14},0.07107107107107107
{48 1 18 26 14},0.07107107107107107
{32 1 18 48 14},0.07107107107107107
{34 19 30 12 14},0.07107107107107107
{18 34 46 26 14},0.07107107107107107
{1 18 19 34 12},0.07107107107107107
{48 18 34 6 14 30},0.07107107107107107
{16 18 19 34 30 14},0.07107107107107107
{4 31},0.07140473807140474
{0 3},0.07140473807140474
{2 21 14},0.07140473807140474
{11 14 15},0.07140473807140474
{18 28 38},0.07140473807140474
{18 30 31},0.07140473807140474
{0 49 34},0.07140473807140474
{34 2 46},0.07140473807140474
{34 4 20},0.07140473807140474
{33 34 19},0.07140473807140474
{48 41 34},0.07140473807140474
{26 29 30},0.07140473807140474
{3 1 19},0.07140473807140474
{32 19 29},0.07140473807140474
{19 46 39},0.07140473807140474
{16 3 6},0.07140473807140474
{32 11 6},0.07140473807140474
{49 42 6},0.07140473807140474
{16 26 11},0.07140473807140474
{48 42 46},0.07140473807140474
{32 4 44},0.07140473807140474
{1 26 12 14},0.07140473807140474
{32 1 26 14},0.07140473807140474
{1 29 14 30},0.07140473807140474
{16 18 3 14},0.07140473807140474
{48 26 4 14},0.07140473807140474
{34 4 42 14},0.07140473807140474
{34 37 14 6},0.07140473807140474
{49 19 12 14},0.07140473807140474
{16 26 44 14},0.07140473807140474
{16 34 37 14},0.07140473807140474
{32 18 29 14},0.07140473807140474
{32 28 14 30},0.07140473807140474
{1 18 26 4},0.07140473807140474
{32 18 19 46},0.07140473807140474
{49 18 19 46},0.07140473807140474
{48 18 34 21},0.07140473807140474
{48 34 19 12},0.07140473807140474
{16 34 44 30},0.07140473807140474
{48 34 30 39},0.07140473807140474
{1 12 30 6},0.07140473807140474
{48 4 30 6},0.07140473807140474
{32 48 30 6},0.07140473807140474
